nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,pk_localizacao
RUA SIRINHAEM,85,03239140,PARQUE SAO LUCAS,SAO PAULO,SP,8129
RUA DIOGO DE OLIVEIRA,216,02553040,SITIO DO MORRO,SAO PAULO,SP,8131
AVENIDA SAO JOAO,509,85570000,CENTRO,SAO JOAO,PR,8132
RUA BARAO DE SUASSUI,623,36400000,SANTA EFIGENIA,CONSELHEIRO LAFAIETE,MG,8134
RUA MARIA QUINTINA DOS SANTOS,11,06122190,JARDIM CALIFORNIA,OSASCO,SP,8135
RUA JULIO SIQUEIRA,756,60130090,DIONISIO TORRES,FORTALEZA,CE,8137
RUA RIVADAVIA CORREA,405,97573000,CENTRO,SANTANA DO LIVRAMENTO,RS,8138
RUA PAULO LOPES LEAO,652,08210520,ITAQUERA,SAO PAULO,SP,8140
RUA 7 DE SETEMBRO,645,97760000,CENTRO,JAGUARI,RS,8142
AVENIDA CENTENARIO,330,44700000,NAZARE,JACOBINA,BA,8144
RUA DIANOPOLIS,1672,03126007,PARQUE DA MOOCA,SAO PAULO,SP,8145
RUA PROFESSORA ANA DE OLIVEIRA VIANA,154,81030200,FANNY,CURITIBA,PR,8146
AVENIDA DOUTOR CARDOSO DE MELO,1460,04548005,VILA OLIMPIA,SAO PAULO,SP,8147
RUA CAPITAO JOSE DA PENHA,130,59380000,CENTRO,CURRAIS NOVOS,RN,8148
POVOADO OITEIRO,SN,65500000,ZONA RURAL,CHAPADINHA,MA,8149
RUA FAGUNDES VARELA,715,75709380,MONSENHOR SOUZA,CATALAO,GO,8150
AVENIDA RUI BARBOSA,2047,06311000,CENTRO,CARAPICUIBA,SP,8152
TRAVESSA RUY BARBOSA,445,48500000,CENTRO,EUCLIDES DA CUNHA,BA,8154
RUA BORGES DE MEDEIROS,191,93310280,CENTRO,NOVO HAMBURGO,RS,8156
RUA BENJAMIN CONSTANT,383,89801070,CENTRO,CHAPECO,SC,8157
RUA RIO AMAZONAS,34,13301100,LIBERDADE,ITU,SP,8158
RUA DO BABACU,33A,65485000,MANGAL ESCURO,ITAPECURU MIRIM,MA,8159
AVENIDA DOUTOR SILVA MELO,520,04675010,JARDIM TAQUARAL,SAO PAULO,SP,8161
AVENIDA CASTELO BRANCO,1111,77600000,CENTRO,PARAISO DO TOCANTINS,TO,8163
AVENIDA MADRE LEONIA MILITO,1377,86050270,BELA SUICA,LONDRINA,PR,8164
AVENIDA SANTA LUZIA,40,59615000,SANTA DELMIRA,MOSSORO,RN,8166
RUA VERIANO PEREIRA,63,04144030,SAUDE,SAO PAULO,SP,8167
ZONA RURAL,SN,18285000,BARRO AMARELO,CESARIO LANGE,SP,8169
RUA ESPIRITO SANTO,33,37905000,CENTRO,FORTALEZA DE MINAS,MG,8170
RUA SAO JOSE DOS PINHAIS,531,83504100,JARDIM ROMA,ALMIRANTE TAMANDARE,PR,8171
RUA PADRE FERRO,,78120580,JARDIM MARINGA,VARZEA GRANDE,MT,8172
SRTVS QUADRA 701,SN,70340000,ASA SUL,BRASILIA,DF,8174
RUA JOAO LISBOA,16,65495000,CENTRO,MIRANDA DO NORTE,MA,8175
RUA DO PETROLEO,285,12050740,CHACARA DO VISCONDE,TAUBATE,SP,8177
LIN,7,76960000,ZONA RURAL,CACOAL,RO,8178
AVENIDA LEONCIO LOPES DE MIRANDA,255,78132000,VITORIA REGIA,VARZEA GRANDE,MT,8180
RUA DIVINO NAZARIO,35,38720000,PLANALTO,LAGOA FORMOSA,MG,8181
RUA A,SN,78675000,SET INDUSTRIAL,RIBEIRAO CASCALHEIRA,MT,8182
RUA MAJOR HEITOR GUIMARAES,2042,80740340,CAMPINA DO SIQUEIRA,CURITIBA,PR,8183
RUA BENTA MARIA DE BARROS,80,13908000,CENTRO ARCADAS,AMPARO,SP,8184
RUA FRANCISCO EGIDIO DOS SANTOS,23,58922000,CENTRO,BERNARDINO BATISTA,PB,8185
FAZENDA SAO FERNANDO,SN,13380000,VENTANIA,MOMBUCA,SP,8186
AVENIDA SETE DE SETEMBRO,1907,40080002,VITORIA,SALVADOR,BA,8188
RUA MARECHAL DEODORO DA FONSECA,,55818550,SAO SEBASTIAO,CARPINA,PE,8189
AVENIDA PREFEITO ALBERTO MOURA,110,35701970,INTERLAGOS I,SETE LAGOAS,MG,8191
RUA PRESIDENTE GASPAR DUTRA,105,89035480,VILA NOVA,BLUMENAU,SC,8192
RUA EDUARDO HORN,250,88095580,JARDIM ATLANTICO,FLORIANOPOLIS,SC,8194
RUA ELFRIDA KELLER,125,85858550,COHAPAR III,FOZ DO IGUACU,PR,8195
RUA CASCA DANTA,240,37922000,CENTRO,VARGEM BONITA,MG,8196
RUA ISAAC MELEM,173,19085220,PARQUE RESIDENCIAL SERVANTES,PRESIDENTE PRUDENTE,SP,8197
AVENIDA LIBERDADE,4097,58306001,CENTRO,BAYEUX,PB,8198
RUA QUINZE DE NOVEMBRO,681,89188970,CENTRO,AGRONOMICA,SC,8200
GALERIA EDEN CLUBE,13,36520000,CENTRO,VISCONDE DO RIO BRANCO,MG,8202
RUA IDALY SCHIO,100,95012580,SAO JOSE,CAXIAS DO SUL,RS,8204
RUA CABUL,,76200000,VILA BRASILIA II,IPORA,GO,8205
RUA 18 DE AGOSTO,170,40296130,CANDEAL,SALVADOR,BA,8206
RUA AVELINO ANTONIO CARDOSO,31,09340630,PARQUE ALVORADA,MAUA,SP,8207
RODOVIA BR 452,SN,75920000,ZONA RURAL,SANTA HELENA DE GOIAS,GO,8208
RUA SANTOS DUMONT,234,69911069,AROPORTO VELHO,RIO BRANCO,AC,8209
SITIO PALMEIRAS,SN,13160000,PARADA,ARTUR NOGUEIRA,SP,8210
RUA DNER,2083,65975000,ALTO BONITO,ESTREITO,MA,8211
AVENIDA PELOTAS,338,96207580,CIDADE NOVA,RIO GRANDE,RS,8213
RUA 89,488,61814164,JEREISSATI II,PACATUBA,CE,8214
AVENIDA CAMPOS SALES,1437,13465590,JARDIM GIRASSOL,AMERICANA,SP,8215
QMSW 4,SN,70680400,SETOR SUDOESTE,BRASILIA,DF,8217
RUA LIVIA MOREIRA,15,39740000,CENTRO,GUANHAES,MG,8219
RUA TIRADENTES,140,36200062,CENTRO,BARBACENA,MG,8220
RUA JORGE KURY BRAHIM,27,81310415,CRUZ PILARZINHO,CURITIBA,PR,8221
RUA AUGUSTO DE ALMEIDA,296,58200000,NOVO,GUARABIRA,PB,8222
AVENIDA BRASIL OESTE,844,99025003,CENTRO,PASSO FUNDO,RS,8223
RUA SIQUEIRA CAMPOS,271,22031071,COPACABANA,RIO DE JANEIRO,RJ,8224
RUA RENATO MENARIN,3011,84174440,INVERNADA DO MATADOURO,CASTRO,PR,8225
AVENIDA CASTRO ALVES,775,17506000,SAO MIGUEL,MARILIA,SP,8227
,,72860584,PARQUE ESTRELA DALVA VI PEDREGAL,NOVO GAMA,GO,8228
RUA PATROCINIO DO SAPUCAI,1036,13091105,JARDIM FLAMBOYANT,CAMPINAS,SP,8230
RUA BENEDITO DE OLIVEIRA,1963,14400810,CENTRO,FRANCA,SP,8232
RUA ANTONIO MARTINS DE ARAUJO,47,80210050,JARDIM BOTANICO,CURITIBA,PR,8234
RUA VEREADOR VICENTE TALAMINO,SN,12908850,CONJUNTO HABITACIONAL SAADA NADER ABI CHEDID,BRAGANCA PAULISTA,SP,8235
AVENIDA GUAPORE,SN,76812139,J DAS MANGUEIRAS,PORTO VELHO,RO,8236
RUA ARCINDO SARDO,460,86076140,JARDIM DAS AMERICAS,LONDRINA,PR,8237
RUA HUMBERTO MONTE,832,60430232,BELA VISTA,FORTALEZA,CE,8239
AVENIDA DAS ARAUCARIAS,,71936250,AGUAS CLARAS,BRASILIA,DF,8240
AVENIDA CAPITAO WALDEMAR PAULA LIMA,700,60862580,BARROSO,FORTALEZA,CE,8242
RUA GETULIO VARGAS,,88160128,CENTRO,BIGUACU,SC,8244
RUA MACHADO DE ASSIS,475,29360000,SAO MIGUEL,CASTELO,ES,8245
LOCALIDADE ROD CIA AEROPORTO,SN,40301155,SAO CRISTOVAO,SALVADOR,BA,8246
RUA FRANCISCO DE ANGELO,155,17370000,JARDIM BOM JESUS,SANTA MARIA DA SERRA,SP,8247
AVENIDA PARANA,600,86920000,,KALORE,PR,8249
RUA CANASTRA,74,52111241,AGUA FRIA,RECIFE,PE,8250
RUA 24 DE MARCO,3064,92850000,CENTRO,SERTAO SANTANA,RS,8251
RUA VEREADOR ABEL AMBROSIO DA SILVA,306,55038170,BOA VISTA,CARUARU,PE,8252
AVENIDA BRASIL CENTRAL,SN,76234970,SETOR CENTRAL,PIRANHAS,GO,8253
AVENIDA MARIO CORREA,425,78025140,PORTO,CUIABA,MT,8255
RUA J 017,SN,74673320,SETOR JAO,GOIANIA,GO,8256
EMPRESARIAL PARK SUL,7,36120000,PARK SUL,MATIAS BARBOSA,MG,8258
RUA LIVIO ZAMBECARI,94,03964000,CIDADE SAO MATEUS,SAO PAULO,SP,8259
RUA NORTE,1446,15775000,DIST INDUSTRIAL I,SANTA FE DO SUL,SP,8261
RUA SILVA JARDIM,530,99010240,CENTRO,PASSO FUNDO,RS,8263
RUA DAS MARGARIDAS,324,94475440,SANTA CECILIA,VIAMAO,RS,8264
AVENIDA NORTE,886,50040200,SANTO AMARO,RECIFE,PE,8266
QUADRA 404 SUL ALAMEDA,SN,77021600,PLANO DIRETOR SUL,PALMAS,TO,8267
RODOVIA PA 263,,68488000,INDUSTRIAL,BREU BRANCO,PA,8268
RUA ANTONIO GARCIA DA COSTA,550,86840000,CENTRO,FAXINAL,PR,8269
RUA MARIA DE LOURDES POYARES LABUTO,175,29060017,JARDIM DA PENHA,VITORIA,ES,8270
RUA LUXEMBURGO,140,08598720,JARDIM ADRIANE,ITAQUAQUECETUBA,SP,8271
RUA ALCIDES DE GODOY,73,13100020,JARDIM PARAISO,CAMPINAS,SP,8272
RUA PAULINO VITAL DE MORAIS,134,05855000,PARQUE MARIA HELENA,SAO PAULO,SP,8273
RUA GENERAL RENATO VARANDAS DE AZEVEDO,344,04855280,JARDIM TRES CORACOES,SAO PAULO,SP,8275
AVENIDA SANTOS DUMONT,71,49035730,ATALAIA,ARACAJU,SE,8277
RUA GUIRICEMA,76,03930040,JARDIM SAO CRISTOVAO,SAO PAULO,SP,8278
LOTEAMENTO RECANTO ANDAIA,51,44572530,ANDAIA,SANTO ANTONIO DE JESUS,BA,8279
ESTRADA VICINAL SFS,405,15775000,ZONA RURAL,SANTA FE DO SUL,SP,8280
AVENIDA BERNARDO SAYAO,1543,77700970,CENTRO,GUARAI,TO,8281
RUA VICENTE MACHADO,489,85812151,REGIAO DO LAGO,CASCAVEL,PR,8282
RUA DONA TERESA CRISTINA,169,79013580,GUANABARA,CAMPO GRANDE,MS,8284
RUA DEZENOVE DE MAIO,166,03648080,VILA ESPERANCA,SAO PAULO,SP,8286
ESTRADA VICINAL ROBERTO ROMANINI OSV CRUZ A SALMOURAO,,17700000,CESTOL,OSVALDO CRUZ,SP,8288
AVENIDA SENADOR QUEIROS,96,01026000,CENTRO,SAO PAULO,SP,8290
RUA OTAVIO DIAS FERRAZ,76,95780000,SAO PAULO,MONTENEGRO,RS,8291
RUA CORONEL MOSTARDEIRO,1127,99025100,BOQUEIRAO,PASSO FUNDO,RS,8292
RUA SABINO DA SILVEIRA,SN,77455000,CENTRO,ALIANCA DO TOCANTINS,TO,8294
RUA FREI TARCISIO,180,02118020,VILA MARIA,SAO PAULO,SP,8296
RUA BELEM,895,78360000,NOSSA SENHORA APARECIDA,CAMPO NOVO DO PARECIS,MT,8297
AVENIDA DOS ANDRADAS,542,36036000,CENTRO,JUIZ DE FORA,MG,8299
AVENIDA GOVERNADOR JULIO JOSE DE CAMPOS,325,78735330,PARQUE SAGRADA FAMILIA,RONDONOPOLIS,MT,8300
RUA GERMANO AUGUSTO,57,03277110,VILA EMA,SAO PAULO,SP,8301
RUA LUCIANO F DA SILVA,121,06045360,JARDIM BELMONTE,OSASCO,SP,8303
AVENIDA DOUTOR LUIZ TEIXEIRA MENDES,952,87015000,ZONA 5,MARINGA,PR,8304
AVENIDA PANAMA,553,79740971,PIRAVEVE,IVINHEMA,MS,8306
RUA MARCIANO CAPELLA,159,03669030,VILA RE,SAO PAULO,SP,8307
RUA MANOEL ALVES DE MELO,277,69860000,PANTANAL,PAUINI,AM,8309
RUA CONDOR,332,30516300,NOVA CINTRA,BELO HORIZONTE,MG,8310
QUADRA 906 SUL ALAMEDA 3,SN,77023428,PLANO DIRETOR SUL,PALMAS,TO,8311
RUA LUCIA VIVEIROS,535,59086005,NEOPOLIS,NATAL,RN,8312
RUA JORGE MARTINS PINTO,1154,38408230,SANTA MONICA,UBERLANDIA,MG,8314
QUADRA QC,9,72878360,PARQUE DAS FLORES,VALPARAISO DE GOIAS,GO,8316
RUA SAMUEL ACACIO,223,77600000,BELA VISTA,PARAISO DO TOCANTINS,TO,8317
TRAVESSA 9 DE JANEIRO,1706,66060080,SAO BRAS,BELEM,PA,8319
RUA BALTAZAR NAVARROS,320,78010020,BANDEIRANTES,CUIABA,MT,8320
RUA DOUTOR MARURI,1117,89700063,CENTRO,CONCORDIA,SC,8322
RUA VOLUNTARIOS DA PATRIA,311,90030002,CENTRO,PORTO ALEGRE,RS,8324
RUA CANTAGALO,12,23934115,JAPUIBA,ANGRA DOS REIS,RJ,8325
RUA ERNANI AGRICOLA,520,30492040,BURITIS,BELO HORIZONTE,MG,8327
AVENIDA FARRAPOS,1651,90220005,FLORESTA,PORTO ALEGRE,RS,8329
RUA MAESTRO CARDIM,1211,01323001,LIBERDADE,SAO PAULO,SP,8330
RUA JOAO DE MORAES,490,13970200,CENTRO,ITAPIRA,SP,8331
TRAVESSA FRANCISCO LEONARDO TRUDA,40,90010050,CENTRO,PORTO ALEGRE,RS,8332
TRAVESSA ITARARE,37,80060040,CENTRO,CURITIBA,PR,8334
AVENIDA CRISTIANO MACHADO,4000,31910810,SAO PAULO,BELO HORIZONTE,MG,8335
RUA DERCY BATISTA,6,65062160,BEQUIMAO,SAO LUIS,MA,8336
RUA SOUSA VIANA,215,35700015,CENTRO,SETE LAGOAS,MG,8337
PRACA PEDRO DE TOLEDO,207,12940270,CENTRO,ATIBAIA,SP,8339
SITIO SAO LUIZ,SN,17160000,APARECIDINHA,AREALVA,SP,8340
RUA SAO PAULO,615,11462630,PAECARA,GUARUJA,SP,8342
RUA SAO BENEDITO,226,04735000,SANTO AMARO,SAO PAULO,SP,8343
RUA ALEMANHA,1110A,09240001,CAMILOPOLIS,SANTO ANDRE,SP,8344
RUA SAO BENEDITO,873,04735000,SANTO AMARO,SAO PAULO,SP,8346
RODOVIA MARECHAL RONDON,SN,18608840,DISTRITO INDUSTRIAL,BOTUCATU,SP,8347
RUA CORONEL ANTONIO DA SILVA,521,35300032,CENTRO,CARATINGA,MG,8348
RODOVIA BR 364,1250,76876802,MARECHAL RONDON,ARIQUEMES,RO,8349
RUA SANTOS,305,09230480,CAMILOPOLIS,SANTO ANDRE,SP,8351
RUA GENTIL OTAVIANO FUNDAO SANTOS,702A,29946290,GURIRI NORTE,SAO MATEUS,ES,8352
RUA DOUTOR CRISTIANO REZENDE,2102,30622020,BONSUCESSO,BELO HORIZONTE,MG,8353
AVENIDA MIGUEL ROSA ZONA NORTE,126,64000480,CENTRO,TERESINA,PI,8354
AVENIDA JOSE RODRIGUES DO PRADO,324,78040000,SANTA ROSA,CUIABA,MT,8356
RUA TUPINAMBAS,230,56395000,CHAFARIZ,LAGOA GRANDE,PE,8357
AVENIDA PRESIDENTE TANCREDO NEVES,2812A,35300571,ZACARIAS,CARATINGA,MG,8359
AVENIDA PRESIDENTE VARGAS,SN,68220000,CENTRO,MONTE ALEGRE,PA,8360
RUA GUIDO DUARTE,58,57020070,CENTRO,MACEIO,AL,8362
RUA MARECHAL DEODORO DA FONSECA,3045,85806390,CENTRO,CASCAVEL,PR,8363
RUA CHILE,23,40717120,PLATAFORMA,SALVADOR,BA,8364
RUA JOSE MANOEL DA SILVA,725,13660000,LAGOA SERENA,PORTO FERREIRA,SP,8365
AVENIDA ERNESTO DORNELES,124,99400000,PARAISO,ESPUMOSO,RS,8367
RUA 11 DE MAIO COM RUA JOAO BATISTA DE TOLEDO,SN,74980050,SETOR CENTRAL,APARECIDA DE GOIANIA,GO,8369
RODOVIA BR 316,4800,67000000,GUANABARA,ANANINDEUA,PA,8371
RUA JOSE BEZERRA CAVALCANTE,292,50760370,MUSTARDINHA,RECIFE,PE,8373
AVENIDA DOUTOR OCTAVIANO P MENDES,136,13301331,CENTRO,ITU,SP,8375
RUA VIEIRA PENA,931,36026300,ALTO DOS PASSOS,JUIZ DE FORA,MG,8377
RUA INALDO MORAES ACIOLY,SN,55565000,CENTRO,SAO JOSE DA COROA GRANDE,PE,8379
RUA GOVERNADOR VALADARES,32,39850970,CENTRO,ATALEIA,MG,8380
RUA QUINHENTOS E DEZ,75,96405050,QUARTO DISTRITO,BAGE,RS,8382
RUA VIGARIO ALBERNAZ,784,04134021,VILA GUMERCINDO,SAO PAULO,SP,8384
RUA FELISBERTO PINTO MONTEIRO,55,13423052,JARDIM NOVA IGUACU,PIRACICABA,SP,8385
RUA VICTOR MAZON,80,13604197,PARQUE DAS ARVORES,ARARAS,SP,8386
ESTRADA MUNICIPAL QUE VAI A PRAINHA TERCEIRA ENTRADA NA CURVA,,15290000,PALMEIRAS,BURITAMA,SP,8388
RUA JOSE CANDIDO FERREIRA,50,18207812,TUPY,ITAPETININGA,SP,8389
RUA RENATO BRAGA,246,12050500,ESTIVA,TAUBATE,SP,8390
RUA COUTO MAGALHAES,529,78600000,SETOR SUL II,BARRA DO GARCAS,MT,8391
AVENIDA FIRMINO DIAS,SN,29580970,CENTRO,DORES DO RIO PRETO,ES,8393
RUA EDUARDO LUIS VIEIRA,564,38510970,CENTRO,IRAI DE MINAS,MG,8395
RUA DUQUE DE CAXIAS,1313,65530000,CENTRO,URBANO SANTOS,MA,8396
RUA SAVINO BARREIRA,1160,63475970,CENTRO,JAGUARIBE,CE,8398
RUA DO CAMPO ACAMP DFL,5,70803130,VILA PLANALTO,BRASILIA,DF,8399
TRAVESSA TIMBO,936,66083048,PEDREIRA,BELEM,PA,8401
AVENIDA MARCOS FREIRE,1036,68145000,CACOAL,MEDICILANDIA,PA,8402
RUA WASHINGTON LUIZ,862,90010460,CENTRO,PORTO ALEGRE,RS,8404
RUA JOSE STERQUE FILHO,2,19700000,CONJUNTO ALDO PAES LEME,PARAGUACU PAULISTA,SP,8406
SITIO NOSSA SENHORA APARECIDA II,SN,18500000,MORRO VERMELHO,LARANJAL PAULISTA,SP,8407
AVENIDA BRASIL,,76420000,JARDIM ATLANTICO III ETAPA,NIQUELANDIA,GO,8408
RUA QUINZE DE NOVEMBRO,417,09340450,JARDIM BOM RECANTO,MAUA,SP,8409
RUA FRANCISCO ALMEIDA,100,62450000,CENTRO,MARTINOPOLE,CE,8411
SITIO JACARANDA,SN,12170000,DO GRAMADO,REDENCAO DA SERRA,SP,8413
RUA LOPES DA GUIA,12,28907120,CENTRO,CABO FRIO,RJ,8415
RUA PADRE PERDIGAO SAMPAIO,701,60352350,ANTONIO BEZERRA,FORTALEZA,CE,8417
RUA 900,135,88330604,CENTRO,BALNEARIO CAMBORIU,SC,8418
RUA PRESIDENTE CAMPOS SALLES,537,08770210,VILA INDUSTRIAL,MOGI DAS CRUZES,SP,8419
RUA GETULIO ETRUSCO,108,35447000,CENTRO,BARRA LONGA,MG,8420
RUA 291,137,88220000,MEIA PRAIA,ITAPEMA,SC,8422
AVENIDA GENERAL GLICERIO,762,14870520,CENTRO,JABOTICABAL,SP,8424
RUA ISAURA FREIRE,15B,04305020,VILA MONTE ALEGRE,SAO PAULO,SP,8425
RUA NICOLAU ANTUNES NETO,261,18285000,VILA DO CRUZEIRO,CESARIO LANGE,SP,8427
RUA DOUTOR BOLIVAR DE FREITAS,44,34400971,CENTRO,RAPOSOS,MG,8428
RUA CELSO DOS SANTOS,226,98015030,SAO JOSE,CRUZ ALTA,RS,8430
RUA SATURNINO ROLON,74,85862397,NOVO MUNDO,FOZ DO IGUACU,PR,8431
RUA MONTE LIBANO,554,36047210,BANDEIRANTES,JUIZ DE FORA,MG,8432
AVENIDA CASTELO BRANCO,2810,65306320,CANECAO,SANTA INES,MA,8433
SITIO SAO PEDRO,SN,15750000,CENTRO,SANTA ALBERTINA,SP,8434
RUA DOM PEDRO II,14,87270000,CENTRO,ENGENHEIRO BELTRAO,PR,8435
RUA SALVADOR,138A,39873000,CENTRO,MACHACALIS,MG,8436
RUA CHICO MENDES VLE AMANHECER,15,69067640,PETROPOLIS,MANAUS,AM,8437
RUA PAULINO GUERRA,57,91220040,JARDIM ITU SABARA,PORTO ALEGRE,RS,8438
RUA LIMOEIRO,,75920000,RODRIGUES,SANTA HELENA DE GOIAS,GO,8439
RUA ALBINO LEYZER,1316,87140000,JARDIM PIONEIROS,PAICANDU,PR,8440
RUA MONTE CARMELO,1134,38400470,THOMAS REZENDE,UBERLANDIA,MG,8441
AVENIDA CORONEL ANTONIO RODRIGUES VIANA,SN,47120000,CENTRO,BURITIRAMA,BA,8442
RUA 31 DE JULHO,11A,62320000,CRUZEIRO,TIANGUA,CE,8443
RUA UBERLANDIA,500,12220690,JARDIM ISMENIA,SAO JOSE DOS CAMPOS,SP,8444
RUA PEDRO LINS BARRETO,5,48435000,SEDE,ADUSTINA,BA,8446
RUA SIQUEIRA MENDES,1589,68440970,CENTRO,ABAETETUBA,PA,8447
VILA DOM QUINTINO,194,60310590,JACARECANGA,FORTALEZA,CE,8448
RUA JOINVILLE,1037,89035200,VILA NOVA,BLUMENAU,SC,8450
RUA TRAMANDAI,155,94970750,JARDIM BETANIA,CACHOEIRINHA,RS,8452
AVENIDA EDSON BRANDAO,659,65045380,ANIL,SAO LUIS,MA,8454
ESTRADA MUNICIPAL IVA,342,13295000,BAIRRO DA CHAVE,ITUPEVA,SP,8456
AVENIDA DOS BANCARIOS,241,95548000,QUINTAO,PALMARES DO SUL,RS,8457
RUA ALMIRANTE BARROSO,,74360470,JARDIM VILA BOA,GOIANIA,GO,8458
RUA FRANCISCO BRAGA DE ANDRADE,100,37550000,NOSSA SENHORA DO GUADALUPE,POUSO ALEGRE,MG,8459
RUA IPIRANGA,195,29390000,QUILOMBO,IUNA,ES,8460
RUA SANTA CRUZ,271,08665470,CIDADE EDSON,SUZANO,SP,8462
RUA CORONEL MANOEL RAFAEL GARAGE,,58500000,DO BRAZ,MONTEIRO,PB,8463
RUA SERGIPE,600,01243000,CONSOLACAO,SAO PAULO,SP,8464
RUA CRISTAL,95,35900221,MAJOR LAGE DE BAIXO,ITABIRA,MG,8466
AVENIDA PRESIDENTE TANCREDO NEVES,263,08571000,ESTACAO,ITAQUAQUECETUBA,SP,8467
RUA MARIA DO CARMO GOMES,190,06753240,JARDIM SANTA TEREZINHA,TABOAO DA SERRA,SP,8468
RUA JOSE DE ALENCAR,207,90880481,MENINO DEUS,PORTO ALEGRE,RS,8469
RUA BENEMERITO ANDRE LIEBEL,247,89300000,ESPIGAO DO BUGRE,MAFRA,SC,8471
RUA JOAO FERREIRA DA GAMA,81,49980000,CENTRO,NEOPOLIS,SE,8473
AVENIDA RIO DA CASCA CONDOMINIO VILLAGE II,410,78195000,MIRANTINHO,CHAPADA DOS GUIMARAES,MT,8474
AVENIDA LIBERDADE,2199,58306000,SESI,BAYEUX,PB,8475
RUA 301,95,74063380,SETOR NORTE FERROVIARIO,GOIANIA,GO,8476
RUA OLIMPIO R PIMENTEL,16,18900000,CENTRO,SANTA CRUZ DO RIO PARDO,SP,8477
AVENIDA VILARINHO,615,31615250,VENDA NOVA,BELO HORIZONTE,MG,8478
RUA VASCO DE AZEVEDO,596,32210000,JARDIM INDUSTRIAL,CONTAGEM,MG,8480
RUA VISC DE CASTRO,289,04611050,INDIANOPOLIS,SAO PAULO,SP,8482
AVENIDA BRASIL,4800,38405305,UMUARAMA,UBERLANDIA,MG,8483
RUA ARLINDO PEREIRA,330,86125000,CENTRO,TAMARANA,PR,8485
RUA CINCO,244,38407171,PLANALTO,UBERLANDIA,MG,8487
RUA ALAMEDA ARAGUAIA,SN,76590000,LUIZ ALVES,SAO MIGUEL DO ARAGUAIA,GO,8489
RUA CONEGO EDUARDO ARARIPE,1900,62870000,CENTRO,PACAJUS,CE,8491
RUA PECANHA,121,33858250,SEVILHA 2A SECAO,RIBEIRAO DAS NEVES,MG,8492
PRACA CONEGO FIRMIANO,40,35865000,CENTRO,DOM JOAQUIM,MG,8494
RUA BRUNO BAUER,66,05314020,VILA LEOPOLDINA,SAO PAULO,SP,8495
RUA SANTA ANA,508,79116590,VILA SANTA LUZIA,CAMPO GRANDE,MS,8496
RUA DUQUE DE CAXIAS,489,96200020,CENTRO,RIO GRANDE,RS,8497
RUA DIRCEU ARCOVERDE,SN,64873000,ZONA RURAL,SEBASTIAO LEAL,PI,8498
RUA BENJAMIM BERTOTTI,SN,89196000,CENTRO,SALETE,SC,8499
SITIO TAMANDUA,SN,58500000,ZONA RURAL,MONTEIRO,PB,8500
AVENIDA DO FORTE,1850,91360001,VILA IPIRANGA,PORTO ALEGRE,RS,8501
RUA ADO MANOEL DA SILVA,SN,88113260,AREIAS,SAO JOSE,SC,8503
RUA SOARES DA COSTA,280,39804282,CONCORDIA,TEOFILO OTONI,MG,8504
RUA JOAO LEME,265,13490000,JARDIM PROGRESSO,CORDEIROPOLIS,SP,8505
RUA CASSIANO CASTELO,112,29700060,CENTRO,COLATINA,ES,8507
RUA SILVIO JOSE DOS SANTOS,147,59141220,NOVA PARNAMIRIM,PARNAMIRIM,RN,8509
RUA FRANCISCO ALVES,45,54705200,CAPIBARIBE,SAO LOURENCO DA MATA,PE,8511
SITIO BAIXA DO MEL,SN,64688000,ZONA RURAL,VILA NOVA DO PIAUI,PI,8512
RUA SAMOA OCIDENTAL,7,08081645,JARDIM SAO MARTINHO,SAO PAULO,SP,8514
RUA PARICATUBA,313,69250000,VISTA ALEGRE,CAREIRO,AM,8515
RUA JANETE CLAIR,242,39401708,VILA REGINA,MONTES CLAROS,MG,8517
RUA GONCALO COELHO,127,31170040,CIDADE NOVA,BELO HORIZONTE,MG,8518
RUA CURUCA,580,66050080,TELEGRAFO,BELEM,PA,8519
RUA FRANCISCO INACIO PEIXOTO,68,31155560,MARIA VIRGINIA,BELO HORIZONTE,MG,8521
RUA SANTA TEREZINHA,6,35384000,CENTRO,SANTA CRUZ DO ESCALVADO,MG,8523
RUA GENERAL CANAVARRO,388,09070440,CAMPESTRE,SANTO ANDRE,SP,8525
RUA JOSE NONATO RIBEIRO,291,38400066,ERLAN,UBERLANDIA,MG,8526
ACESSO LINHA JOAO PESSOA BR,467,85960000,LINHA JAO PESSOA,MARECHAL CANDIDO RONDON,PR,8528
RUA GREGORIO MAGNANI,309,14750000,VILA CARONI,PITANGUEIRAS,SP,8529
RODOVIA IRACEMAPOLIS A STA BARBARA D OESTE,,13495000,BAIRRO DA CACHOEIRA,IRACEMAPOLIS,SP,8530
RUA JOSE GOMES,1090,19570000,VILA NOVA,REGENTE FEIJO,SP,8532
RODOVIA BR 101,,54503410,DISTRITO INDUSTRIAL DIPER,CABO DE SANTO AGOSTINHO,PE,8533
RODOVIA AR,1,78325000,SETOR INDUSTRIAL,ARIPUANA,MT,8534
RUA DIAMANTINA,309,39670000,CENTRO,ITAMARANDIBA,MG,8535
SITIO DOIS IRMAOS,SN,16310000,MATAO,ALTO ALEGRE,SP,8536
RUA 9 DE JULHO,1991,14415000,CENTRO,PATROCINIO PAULISTA,SP,8538
AVENIDA PENHA DE FRANCA,789,03606010,PENHA DE FRANCA,SAO PAULO,SP,8539
